age,gender,education,party,income,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,eu_vote,employment,student,condition
31,Male,A-lev,Con,70-80K,1,2,2,2,2,3,2,Leave,Full-Time,No,vis
56,Male,GCSEorLess,Con,40-50K,1,1,1,1,0,0,0,Leave,Full-Time,No,vis
24,Male,BA,None,20-30K,1,3,2,4,2,2,0,Leave,Full-Time,No,vis
42,Male,BA,Con,Over100K,1,3,3,3,3,4,7,Leave,Full-Time,No,vis
28,Male,A-lev,Lab,30-40K,1,4,4,4,1,0,5,Leave,Full-Time,No,vis
20,Male,Post2,Con,40-50K,1,2,2,4,9,4,9,Leave,Not in paid work,Yes,vis
50,Male,PG,None,70-80K,1,3,1,4,1,5,0,Leave,Full-Time,No,vis
36,Male,BA,None,20-30K,0,5,2,5,8,2,1,Leave,Full-Time,No,vis
36,Male,BA,UKIP,60-70K,1,2,3,2,0,0,0,Leave,Full-Time,No,vis
30,Male,BA,Lab,30-40K,1,4,4,4,9,3,9,Leave,Part-Time,No,vis
61,Male,GCSEorLess,Lab,10-20K,1,3,3,3,3,2,4,Leave,Unemployed,No,vis
31,Male,GCSEorLess,Con,10-20K,0,5,5,4,8,5,0,Leave,Part-Time,No,vis
51,Male,PG,None,30-40K,1,2,3,2,0,0,0,Leave,Full-Time,No,vis
31,Male,A-lev,Lab,50-60K,0,5,5,5,10,7,10,Leave,Full-Time,No,vis
23,Male,Post2,UKIP,60-70K,0,4,3,4,5,5,5,Leave,Full-Time,No,vis
48,Male,BA,Lab,20-30K,1,2,2,3,3,0,0,Leave,Part-Time,No,vis
29,Male,Post2,Con,20-30K,1,3,2,3,3,2,4,Leave,Full-Time,No,vis
24,Male,BA,None,Under10K,1,2,3,2,1,1,1,Leave,Not in paid work,Yes,vis
81,Male,GCSEorLess,UKIP,10-20K,1,4,4,3,5,5,5,Leave,Other,No,vis
18,Male,BA,None,Under10K,0,4,4,4,9,7,9,Leave,Full-Time,Yes,vis
19,Male,Post2,Lab,10-20K,0,5,5,4,10,7,8,No vote,Part-Time,Yes,video
30,Male,Post2,Con,30-40K,1,3,3,3,3,3,5,No vote,Full-Time,No,video
25,Male,A-lev,None,20-30K,1,1,1,1,0,0,0,No vote,Full-Time,No,video
20,Male,A-lev,Lab,Under10K,0,5,4,4,9,8,2,No vote,Other,Yes,video
25,Male,GCSEorLess,None,Over100K,1,4,4,4,6,3,5,No vote,Full-Time,No,video
50,Male,Post2,Lab,30-40K,0,4,4,4,8,5,10,No vote,Full-Time,No,video
18,Male,GCSEorLess,Lab,Under10K,0,4,5,4,10,5,5,No vote,Unemployed,Yes,video
61,Male,BA,Grn,40-50K,0,4,3,3,4,3,5,No vote,Full-Time,No,video
19,Male,Post2,None,10-20K,0,5,5,4,10,5,0,No vote,Part-Time,No,video
20,Male,A-lev,None,Under10K,0,3,3,4,7,5,7,No vote,Other,Yes,video
53,Male,A-lev,Con,20-30K,0,4,4,4,5,5,5,No vote,Full-Time,No,video
20,Male,A-lev,None,Under10K,0,5,4,5,9,6,10,No vote,Other,Yes,video
23,Male,A-lev,None,Under10K,1,2,3,2,1,9,2,No vote,Part-Time,No,video
19,Male,Post2,Lab,30-40K,0,5,2,3,7,4,8,No vote,Part-Time,Yes,video
34,Male,PG,Lab,70-80K,0,4,4,3,3,5,5,No vote,Full-Time,Yes,video
58,Male,A-lev,Lab,20-30K,1,4,3,4,3,5,5,No vote,Full-Time,No,video
19,Male,A-lev,Con,50-60K,0,5,3,3,7,3,6,No vote,Unemployed,Yes,video
49,Male,A-lev,Con,40-50K,0,4,2,4,4,5,4,No vote,Full-Time,No,video
32,Male,A-lev,None,20-30K,1,4,4,3,2,2,9,No vote,Unemployed,No,video
19,Male,A-lev,UKIP,30-40K,1,3,2,3,2,7,9,No vote,Other,Yes,video
20,Male,Post2,Lab,50-60K,0,4,5,4,9,4,10,No vote,Not in paid work,Yes,video
48,Male,BA,None,40-50K,1,4,3,3,5,5,5,No vote,Full-Time,No,video
37,Male,GCSEorLess,None,10-20K,0,5,5,5,9,6,10,No vote,Full-Time,No,video
43,Male,GCSEorLess,None,50-60K,0,4,4,3,6,5,6,No vote,Full-Time,No,video
19,Male,Post2,Lab,10-20K,0,5,4,4,8,6,7,No vote,Part-Time,Yes,video
23,Male,BA,Lab,Over100K,0,5,4,4,9,6,10,No vote,Part-Time,Yes,video
36,Male,BA,Grn,20-30K,0,4,3,3,8,5,8,No vote,Full-Time,No,video
31,Male,BA,None,30-40K,1,3,3,3,0,0,0,No vote,Full-Time,No,video
20,Male,A-lev,Lab,60-70K,0,5,5,4,9,8,9,No vote,Unemployed,No,video
20,Male,A-lev,Lab,Over100K,0,5,5,4,8,5,9,No vote,Not in paid work,Yes,video
18,Male,A-lev,Lab,10-20K,0,4,4,4,10,10,10,No vote,Other,Yes,video
43,Male,BA,Grn,Under10K,0,4,3,3,4,4,5,No vote,Full-Time,No,video
18,Male,GCSEorLess,None,Under10K,0,4,4,4,6,5,3,No vote,Unemployed,Yes,video
19,Male,A-lev,Lab,40-50K,0,5,5,5,10,5,10,No vote,Other,Yes,video
18,Male,PG,Lab,Over100K,1,4,4,4,9,5,10,No vote,Full-Time,No,video
19,Male,A-lev,Rather_not_say,20-30K,0,4,4,4,8,5,5,No vote,Other,No,video
19,Male,A-lev,Con,Over100K,0,4,4,4,7,5,9,No vote,Other,Yes,video
20,Male,A-lev,None,80-90K,0,5,5,5,9,5,1,No vote,Part-Time,Yes,video
20,Male,Post2,Con,70-80K,0,5,5,5,10,10,10,No vote,Other,Yes,video
19,Male,A-lev,Lab,90-100K,0,4,4,4,8,7,9,No vote,Unemployed,Yes,video
23,Male,Post2,Grn,10-20K,1,3,3,2,4,2,10,No vote,Not in paid work,No,video
29,Male,Post2,None,Under10K,1,1,1,4,1,1,1,No vote,Unemployed,No,video
18,Male,GCSEorLess,None,30-40K,0,5,4,4,9,5,10,No vote,Other,Yes,video
33,Male,Post2,None,40-50K,0,4,4,3,8,3,8,No vote,Full-Time,No,video
26,Male,Post2,Con,50-60K,1,4,2,4,4,4,5,No vote,Full-Time,No,video
26,Male,BA,Lab,70-80K,0,4,5,4,8,5,8,No vote,Full-Time,No,video
40,Male,Post2,None,50-60K,0,4,4,3,6,5,9,No vote,Full-Time,No,video
21,Male,GCSEorLess,Con,10-20K,0,2,4,4,8,4,10,No vote,Unemployed,No,video
32,Male,BA,Rather_not_say,30-40K,0,4,4,4,10,5,10,No vote,Full-Time,No,video
25,Male,BA,Con,40-50K,1,3,2,2,5,4,8,No vote,Full-Time,No,video
21,Male,BA,None,30-40K,1,3,3,3,1,0,7,No vote,Other,Yes,video
18,Male,GCSEorLess,Lab,20-30K,0,4,4,3,8,5,8,No vote,Unemployed,Yes,video
19,Male,Post2,UKIP,60-70K,1,3,3,3,3,3,0,No vote,Full-Time,Yes,video
18,Male,GCSEorLess,None,Over100K,0,2,5,4,4,4,7,No vote,Unemployed,Yes,video
30,Male,GCSEorLess,Con,Under10K,0,4,4,2,7,4,8,No vote,Unemployed,No,video
52,Male,PG,Con,Under10K,1,3,4,2,2,0,5,No vote,Unemployed,No,video
31,Male,PG,Lab,40-50K,0,4,4,4,8,5,6,No vote,Unemployed,Yes,video
54,Male,BA,Lab,20-30K,0,4,5,4,9,5,5,No vote,Full-Time,No,video
71,Male,Post2,Con,20-30K,0,4,4,4,5,3,3,No vote,Not in paid work,No,video
43,Male,A-lev,None,60-70K,0,4,4,4,9,5,8,No vote,Full-Time,No,video
18,Male,A-lev,Con,50-60K,1,2,2,2,0,0,0,No vote,Other,Yes,video
21,Male,BA,Lab,Under10K,0,4,4,4,5,5,4,No vote,Unemployed,Yes,video
20,Male,GCSEorLess,None,40-50K,0,4,4,4,8,5,3,No vote,Unemployed,Yes,video
48,Male,A-lev,None,70-80K,0,3,4,4,8,5,7,No vote,Full-Time,No,video
40,Male,GCSEorLess,Lab,20-30K,0,4,3,4,6,5,3,No vote,Full-Time,No,video
20,Male,A-lev,Lab,10-20K,0,4,4,4,7,5,7,No vote,Part-Time,Yes,video
39,Male,Post2,Lab,50-60K,1,3,2,3,5,4,6,No vote,Full-Time,No,video
28,Male,BA,None,20-30K,0,4,2,4,5,5,5,No vote,Full-Time,No,video
43,Male,BA,None,Under10K,1,3,4,3,5,4,5,No vote,Unemployed,No,video
21,Male,A-lev,Con,90-100K,0,4,2,2,2,2,10,No vote,Full-Time,No,video
18,Male,A-lev,Rather_not_say,60-70K,0,4,5,2,8,5,8,No vote,Part-Time,Yes,video
31,Male,BA,Lab,60-70K,0,4,5,4,6,6,6,No vote,Full-Time,No,video
18,Male,A-lev,None,50-60K,0,5,5,5,10,7,10,No vote,Other,Yes,video
39,Male,Post2,None,20-30K,1,3,3,3,4,2,5,No vote,Full-Time,No,video
19,Male,A-lev,Con,30-40K,0,4,3,4,9,5,6,No vote,Not in paid work,Yes,video
24,Male,BA,None,Over100K,0,4,5,4,7,4,10,No vote,Full-Time,No,video
29,Male,Post2,Con,70-80K,0,5,4,3,9,6,8,No vote,Full-Time,No,video
18,Male,GCSEorLess,Lab,Under10K,0,4,4,3,6,5,8,No vote,Unemployed,Yes,video
63,Male,A-lev,Con,Over100K,1,3,2,2,5,3,4,No vote,Full-Time,No,video
39,Male,Post2,Con,40-50K,1,3,2,3,1,2,5,No vote,Full-Time,No,video
19,Male,A-lev,None,40-50K,0,3,2,3,6,5,7,No vote,Part-Time,Yes,video
29,Male,A-lev,None,30-40K,0,4,4,4,5,5,7,No vote,Full-Time,Yes,video
20,Male,A-lev,Rather_not_say,20-30K,0,4,3,5,10,4,10,No vote,Other,Yes,video
27,Male,GCSEorLess,Lab,10-20K,0,4,4,4,7,5,6,No vote,Unemployed,No,video
29,Male,GCSEorLess,Rather_not_say,70-80K,0,4,4,3,8,5,9,No vote,Full-Time,No,video
43,Male,BA,None,10-20K,1,3,2,3,3,3,3,No vote,Full-Time,No,video
48,Male,Post2,None,20-30K,1,5,3,2,0,0,0,No vote,Full-Time,No,video
19,Male,GCSEorLess,Lab,10-20K,1,3,2,3,0,10,2,No vote,Unemployed,Yes,video
24,Male,GCSEorLess,Lab,10-20K,0,4,4,3,10,5,5,No vote,Full-Time,No,video
28,Male,Post2,Lab,Under10K,0,4,5,3,9,4,5,No vote,Part-Time,No,video
21,Male,A-lev,None,20-30K,1,2,3,2,5,7,5,No vote,Not in paid work,Yes,video
24,Male,GCSEorLess,Grn,10-20K,0,5,5,5,8,5,10,No vote,Unemployed,No,video
27,Male,Post2,Lab,30-40K,0,4,4,4,9,5,10,No vote,Full-Time,Yes,video
19,Male,A-lev,Lab,10-20K,0,4,4,4,4,4,7,No vote,Unemployed,Yes,video
20,Male,Post2,Lab,Over100K,0,5,5,4,10,5,10,No vote,Part-Time,Yes,video
18,Male,A-lev,Lib,10-20K,0,4,3,4,7,5,8,No vote,Other,Yes,video
19,Male,A-lev,Grn,Under10K,0,4,3,4,3,2,0,No vote,Unemployed,No,video
27,Male,BA,Lib,20-30K,0,4,4,2,2,5,5,No vote,Full-Time,No,video
50,Male,GCSEorLess,Con,70-80K,0,4,3,4,8,5,9,No vote,Not in paid work,No,video
64,Male,GCSEorLess,None,10-20K,0,4,4,4,10,5,9,No vote,Not in paid work,No,video
51,Male,Post2,Grn,90-100K,0,4,3,4,4,5,5,No vote,Full-Time,No,video
47,Male,BA,Lib,40-50K,1,1,1,1,0,0,0,No vote,Full-Time,Yes,video
18,Male,Post2,UKIP,40-50K,1,4,3,4,3,3,8,No vote,Part-Time,Yes,video
48,Male,PG,Grn,80-90K,0,4,4,5,10,5,10,No vote,Full-Time,No,video
39,Male,GCSEorLess,SNP,10-20K,0,4,4,4,8,5,10,No vote,Full-Time,No,video
20,Male,Post2,Con,60-70K,0,5,5,4,3,5,4,No vote,Not in paid work,Yes,video
48,Male,GCSEorLess,Con,10-20K,0,4,4,4,8,5,5,No vote,Full-Time,No,video
32,Male,PG,None,30-40K,1,2,2,2,0,0,0,No vote,Full-Time,No,video
19,Male,A-lev,Lab,20-30K,0,4,4,4,9,4,10,No vote,Part-Time,Yes,video
18,Male,A-lev,Lab,30-40K,0,4,4,3,6,5,9,No vote,Part-Time,No,video
25,Male,A-lev,None,20-30K,0,4,4,3,5,5,5,No vote,Unemployed,No,video
19,Male,BA,Grn,30-40K,0,3,4,4,6,6,8,No vote,Part-Time,Yes,video
26,Male,PG,None,30-40K,0,4,4,4,9,5,8,No vote,Full-Time,No,video
29,Male,A-lev,UKIP,10-20K,1,2,5,2,0,0,5,No vote,Full-Time,No,video
64,Male,PG,UKIP,20-30K,1,2,1,2,0,0,0,No vote,Part-Time,No,video
24,Male,Post2,None,Under10K,1,4,2,2,3,5,10,No vote,Part-Time,No,video
19,Male,Post2,Rather_not_say,40-50K,1,3,3,3,7,6,4,Remain,Part-Time,Yes,video
19,Male,A-lev,Lab,60-70K,0,4,4,4,6,5,8,No vote,Part-Time,Yes,video
23,Male,PG,Lab,20-30K,0,5,4,4,9,5,9,No vote,Other,Yes,video
28,Male,PG,Con,30-40K,0,4,3,3,5,6,4,No vote,Full-Time,No,video
28,Male,BA,Con,10-20K,0,4,5,3,4,4,6,No vote,Part-Time,Yes,video
27,Male,A-lev,None,40-50K,0,4,3,4,9,3,6,No vote,Unemployed,No,video
18,Male,A-lev,None,30-40K,0,4,4,4,5,3,8,No vote,Part-Time,Yes,video
21,Male,A-lev,Rather_not_say,Under10K,1,4,3,3,2,7,5,No vote,Unemployed,Yes,video
27,Male,GCSEorLess,Grn,Under10K,0,5,5,5,5,5,10,No vote,Part-Time,No,video
27,Male,BA,None,10-20K,1,3,3,4,5,4,10,No vote,Full-Time,No,video
19,Male,A-lev,Lab,70-80K,0,4,4,4,7,5,8,No vote,Other,Yes,video
18,Male,A-lev,Lab,60-70K,0,4,4,4,6,5,3,No vote,Not in paid work,Yes,video
19,Male,A-lev,Rather_not_say,20-30K,0,5,4,3,8,5,9,No vote,Other,Yes,video
32,Male,Post2,None,50-60K,0,4,3,2,6,4,10,No vote,Full-Time,No,video
34,Male,BA,Lab,80-90K,0,4,4,3,7,5,6,No vote,Not in paid work,Yes,video
18,Male,A-lev,None,50-60K,1,3,3,2,0,0,4,No vote,Part-Time,No,video
25,Male,PG,None,Over100K,0,5,5,5,9,7,9,No vote,Part-Time,Yes,video
46,Male,A-lev,None,40-50K,1,3,4,4,8,5,10,No vote,Full-Time,No,video
19,Male,BA,None,90-100K,0,5,5,5,10,2,7,No vote,Unemployed,Yes,video
19,Female,A-lev,None,10-20K,0,5,5,1,6,5,3,No vote,Full-Time,No,video
29,Female,PG,None,Under10K,1,3,3,3,2,2,5,No vote,Not in paid work,Yes,video
33,Female,A-lev,Lab,10-20K,1,3,3,2,3,4,5,No vote,Not in paid work,No,video
25,Female,A-lev,Lab,10-20K,1,3,2,3,4,3,5,No vote,Full-Time,No,video
38,Female,BA,Lab,30-40K,0,4,4,4,8,6,9,No vote,Full-Time,No,video
21,Female,BA,None,40-50K,0,5,2,4,9,5,8,No vote,Not in paid work,Yes,video
20,Female,A-lev,Lab,60-70K,0,5,5,5,10,8,10,No vote,Unemployed,Yes,video
18,Female,A-lev,Lab,40-50K,0,5,4,5,9,7,10,No vote,Other,Yes,video
47,Female,A-lev,None,10-20K,0,4,4,4,9,4,3,No vote,Part-Time,No,video
35,Female,Post2,None,20-30K,0,3,4,4,7,5,7,No vote,Full-Time,No,video
32,Female,BA,Grn,40-50K,0,4,3,4,5,4,7,No vote,Part-Time,No,video
32,Female,A-lev,Lab,30-40K,1,4,4,4,1,0,5,No vote,Not in paid work,No,video
20,Female,A-lev,Lab,Under10K,0,4,4,4,7,5,6,No vote,Other,Yes,video
35,Female,BA,Lab,20-30K,0,5,5,5,7,5,8,No vote,Other,No,video
21,Female,A-lev,Lab,20-30K,1,3,2,3,2,2,7,No vote,Other,Yes,video
19,Female,A-lev,Lab,30-40K,0,5,4,4,10,7,9,No vote,Other,Yes,video
20,Female,BA,Con,Under10K,0,5,5,1,9,2,5,No vote,Part-Time,Yes,video
36,Female,BA,Lab,40-50K,0,4,4,4,8,5,5,No vote,Not in paid work,No,video
47,Female,PG,None,50-60K,0,4,4,4,5,5,7,No vote,Full-Time,No,video
37,Female,BA,None,20-30K,0,4,4,4,5,5,5,No vote,Full-Time,No,video
22,Female,BA,Lab,40-50K,0,5,3,2,4,5,4,No vote,Part-Time,Yes,video
19,Female,A-lev,Lab,10-20K,0,4,4,4,10,5,10,No vote,Not in paid work,Yes,video
28,Female,BA,Con,40-50K,1,4,4,3,7,4,2,No vote,Unemployed,No,video
32,Female,A-lev,None,60-70K,1,4,4,4,3,3,4,No vote,Full-Time,No,video
22,Female,BA,Con,Under10K,0,5,4,4,9,5,10,No vote,Part-Time,Yes,video
40,Female,A-lev,None,10-20K,0,3,4,4,3,7,3,No vote,Not in paid work,No,video
29,Female,A-lev,None,Under10K,0,4,4,4,8,5,5,No vote,Part-Time,No,video
18,Female,A-lev,None,50-60K,0,4,4,3,7,6,8,No vote,Unemployed,No,video
36,Female,GCSEorLess,None,10-20K,1,3,3,2,0,0,3,No vote,Part-Time,No,video
19,Female,Post2,Grn,50-60K,0,5,5,4,10,5,5,No vote,Part-Time,Yes,video
39,Female,BA,Lab,30-40K,0,3,4,4,9,5,9,No vote,Full-Time,No,video
18,Female,GCSEorLess,Con,60-70K,0,3,4,4,6,6,6,No vote,Part-Time,Yes,video
31,Female,GCSEorLess,None,20-30K,1,4,4,4,3,3,5,No vote,Not in paid work,No,video
38,Female,Post2,None,20-30K,1,4,3,2,4,3,5,No vote,Full-Time,No,video
19,Female,Post2,Lab,10-20K,0,4,4,3,9,6,5,No vote,Full-Time,Yes,video
35,Female,GCSEorLess,None,30-40K,0,4,3,3,5,5,3,No vote,Full-Time,No,video
32,Female,BA,UKIP,10-20K,1,4,2,1,1,1,8,No vote,Part-Time,No,video
31,Female,GCSEorLess,None,20-30K,1,3,3,3,4,2,4,No vote,Part-Time,No,video
18,Female,GCSEorLess,Lab,90-100K,0,4,5,4,10,8,5,No vote,Unemployed,Yes,video
23,Female,A-lev,None,50-60K,1,2,3,3,3,0,6,No vote,Full-Time,Yes,video
24,Female,Post2,None,Under10K,1,3,3,4,5,5,5,No vote,Unemployed,No,video
19,Female,A-lev,Lab,50-60K,0,5,5,4,10,7,5,No vote,Unemployed,Yes,video
46,Female,GCSEorLess,None,20-30K,1,4,4,3,3,3,5,No vote,Part-Time,No,video
25,Female,GCSEorLess,None,20-30K,0,4,3,2,5,4,5,No vote,Not in paid work,Yes,video
18,Female,GCSEorLess,Lab,50-60K,0,5,5,5,5,5,9,No vote,Part-Time,No,video
38,Female,BA,None,10-20K,1,3,3,2,5,4,5,No vote,Part-Time,No,video
25,Female,PG,Lab,30-40K,1,3,4,3,4,4,5,No vote,Other,Yes,video
19,Female,Post2,Con,30-40K,1,3,2,3,2,2,2,No vote,Part-Time,Yes,video
34,Female,A-lev,Con,80-90K,0,4,2,4,9,4,9,No vote,Full-Time,No,video
19,Female,A-lev,Lab,60-70K,0,2,4,2,8,1,3,No vote,Not in paid work,Yes,video
26,Female,A-lev,None,20-30K,1,2,3,4,0,3,3,No vote,Not in paid work,No,video
54,Female,Post2,None,10-20K,0,5,5,4,10,5,10,No vote,Other,No,video
18,Female,GCSEorLess,Lib,60-70K,0,4,4,4,6,5,9,No vote,Unemployed,Yes,video
28,Female,GCSEorLess,None,40-50K,0,5,5,5,5,5,5,No vote,Other,No,video
34,Female,Post2,Con,10-20K,1,4,4,2,4,1,1,No vote,Not in paid work,No,video
18,Female,A-lev,Lab,10-20K,0,4,4,4,8,4,8,No vote,Other,Yes,video
51,Female,A-lev,None,20-30K,1,2,3,1,2,2,2,No vote,Not in paid work,No,video
18,Female,A-lev,Lab,70-80K,0,4,4,4,10,7,7,No vote,Part-Time,Yes,video
46,Female,Post2,None,20-30K,0,4,3,3,5,5,5,No vote,Not in paid work,No,video
18,Female,A-lev,Lib,80-90K,1,4,3,3,2,2,4,No vote,Other,Yes,video
26,Female,Post2,None,30-40K,1,3,2,3,3,4,5,No vote,Full-Time,No,video
44,Female,GCSEorLess,None,10-20K,1,1,1,1,0,0,0,No vote,Not in paid work,No,video
26,Female,A-lev,None,10-20K,0,5,4,4,8,5,5,No vote,Other,No,video
31,Female,GCSEorLess,None,30-40K,0,3,2,3,4,4,3,No vote,Not in paid work,No,video
22,Female,A-lev,Lab,10-20K,1,4,4,3,3,3,5,No vote,Not in paid work,Yes,video
40,Female,A-lev,None,Under10K,1,2,2,2,3,7,1,No vote,Part-Time,No,video
42,Female,PG,None,70-80K,0,3,2,4,7,4,9,No vote,Part-Time,Yes,video
50,Female,GCSEorLess,Lab,Under10K,0,4,4,3,5,5,8,No vote,Not in paid work,No,video
18,Female,Post2,Con,30-40K,0,5,4,4,9,5,10,No vote,Other,Yes,video
56,Female,GCSEorLess,None,10-20K,0,4,3,2,5,5,5,No vote,Not in paid work,No,video
20,Female,A-lev,Grn,Under10K,0,4,3,4,5,3,9,No vote,Other,Yes,video
19,Female,A-lev,Grn,10-20K,0,5,4,2,8,6,10,No vote,Other,Yes,video
18,Female,A-lev,Lab,60-70K,0,4,4,4,7,5,5,No vote,Part-Time,Yes,video
29,Female,Post2,Con,40-50K,1,4,4,2,0,0,0,No vote,Part-Time,No,video
19,Female,A-lev,Rather_not_say,10-20K,0,5,4,3,10,7,5,No vote,Part-Time,Yes,video
18,Female,GCSEorLess,Lab,20-30K,0,4,4,4,7,6,9,No vote,Unemployed,Yes,video
52,Female,GCSEorLess,Con,Under10K,0,4,4,4,9,5,1,No vote,Not in paid work,No,video
26,Female,Post2,None,30-40K,1,4,2,3,5,1,1,No vote,Full-Time,No,video
20,Female,A-lev,Lab,Under10K,0,5,5,5,10,9,7,No vote,Unemployed,Yes,video
21,Female,A-lev,None,30-40K,0,4,4,4,6,4,5,No vote,Part-Time,No,video
20,Female,A-lev,Con,Under10K,0,4,4,3,4,5,10,No vote,Part-Time,Yes,video
34,Female,Post2,None,Under10K,0,4,4,3,9,7,9,No vote,Unemployed,No,video
20,Female,GCSEorLess,None,10-20K,1,4,4,3,5,3,4,No vote,Full-Time,No,video
18,Female,GCSEorLess,Grn,10-20K,0,4,4,4,5,4,7,No vote,Unemployed,Yes,video
23,Female,BA,Con,20-30K,1,4,4,4,4,4,7,No vote,Full-Time,No,video
35,Female,BA,None,60-70K,0,4,4,3,9,5,7,No vote,Full-Time,No,video
19,Female,Post2,SNP,Over100K,0,5,5,5,10,6,10,No vote,Other,Yes,video
18,Female,Post2,None,30-40K,1,3,2,3,4,3,3,No vote,Unemployed,Yes,video
19,Female,A-lev,Lab,20-30K,0,4,4,4,9,5,7,No vote,Unemployed,Yes,video
18,Female,GCSEorLess,Lab,20-30K,0,5,5,4,10,5,10,No vote,Unemployed,Yes,video
18,Female,A-lev,UKIP,Over100K,1,2,2,2,2,2,4,No vote,Part-Time,Yes,video
34,Female,A-lev,None,70-80K,1,4,4,3,3,4,1,No vote,Full-Time,No,video
19,Female,A-lev,Lab,Over100K,0,4,4,2,10,5,10,No vote,Other,Yes,video
22,Female,A-lev,None,20-30K,0,5,5,5,10,6,8,No vote,Full-Time,No,video
18,Female,GCSEorLess,None,10-20K,1,3,3,3,2,3,3,No vote,Unemployed,Yes,video
23,Female,Post2,Grn,10-20K,0,5,5,5,10,10,10,No vote,Part-Time,Yes,video
30,Female,Post2,None,30-40K,0,4,4,4,7,5,5,No vote,Full-Time,No,video
20,Female,A-lev,Con,Over100K,0,5,5,3,10,6,10,No vote,Part-Time,Yes,video
30,Female,A-lev,Grn,70-80K,0,5,4,3,8,4,8,No vote,Full-Time,No,video
47,Female,GCSEorLess,None,20-30K,1,2,3,2,5,3,1,No vote,Not in paid work,No,video
52,Female,Post2,None,20-30K,0,5,5,4,10,5,9,No vote,Not in paid work,No,video
20,Female,A-lev,Lab,70-80K,0,5,5,4,10,5,10,No vote,Part-Time,Yes,video
20,Female,A-lev,Lab,10-20K,0,5,5,4,10,5,6,No vote,Part-Time,Yes,video
25,Female,BA,Lab,50-60K,0,4,4,4,7,5,6,No vote,Full-Time,No,video
20,Female,A-lev,Lib,10-20K,0,5,5,5,10,0,10,No vote,Not in paid work,Yes,video
18,Female,GCSEorLess,Rather_not_say,Under10K,0,4,4,4,9,5,5,No vote,Part-Time,Yes,video
43,Female,BA,Lab,20-30K,1,2,3,2,2,2,5,No vote,Full-Time,No,video
23,Female,BA,None,50-60K,0,4,4,4,9,5,5,No vote,Part-Time,No,video
30,Female,A-lev,None,20-30K,1,4,3,3,3,4,7,No vote,Part-Time,No,video
36,Female,A-lev,None,30-40K,1,2,3,2,1,0,5,No vote,Full-Time,No,video
26,Female,A-lev,Rather_not_say,20-30K,0,4,4,1,8,5,5,No vote,Full-Time,No,video
19,Female,BA,Lab,10-20K,0,4,2,3,7,4,5,No vote,Other,Yes,video
20,Female,A-lev,Lab,10-20K,0,4,4,4,8,5,10,No vote,Part-Time,Yes,video
22,Female,BA,Lab,Under10K,0,4,4,4,8,5,7,No vote,Part-Time,Yes,video
34,Female,Post2,None,30-40K,0,4,4,4,9,5,8,No vote,Not in paid work,No,video
18,Female,A-lev,Lib,70-80K,0,5,5,4,9,5,10,No vote,Other,Yes,video
40,Female,GCSEorLess,None,10-20K,1,2,2,3,3,2,5,No vote,Part-Time,No,video
19,Female,BA,Con,Over100K,1,2,4,1,2,4,6,No vote,Not in paid work,Yes,video
42,Female,BA,None,20-30K,1,3,2,2,2,5,5,No vote,Full-Time,No,video
19,Female,A-lev,None,Over100K,0,4,3,5,9,8,5,No vote,Part-Time,Yes,video
64,Female,BA,Lab,40-50K,1,2,3,3,3,3,4,No vote,Full-Time,No,video
48,Female,GCSEorLess,None,30-40K,1,5,4,1,0,0,0,No vote,Not in paid work,No,video
19,Female,A-lev,Lib,Over100K,0,4,5,4,9,5,10,No vote,Unemployed,Yes,video
27,Female,BA,None,40-50K,1,4,4,2,0,0,3,No vote,Other,No,video
19,Female,A-lev,Lab,40-50K,0,4,4,4,8,3,7,No vote,Unemployed,Yes,video
45,Female,A-lev,None,40-50K,0,5,5,4,10,5,10,No vote,Part-Time,No,video
34,Female,BA,None,20-30K,1,2,1,2,1,0,0,No vote,Full-Time,No,video
37,Female,A-lev,None,40-50K,1,3,3,3,4,4,6,No vote,Part-Time,No,video
40,Female,BA,Con,40-50K,0,4,2,4,5,5,2,No vote,Part-Time,No,video
47,Female,PG,Lab,30-40K,0,5,4,4,10,5,8,No vote,Full-Time,No,video
23,Female,A-lev,Grn,20-30K,0,4,4,3,9,5,2,No vote,Full-Time,No,video
22,Female,GCSEorLess,Rather_not_say,20-30K,0,2,3,2,5,3,3,No vote,Part-Time,No,video
25,Female,A-lev,None,50-60K,1,4,3,3,5,6,5,No vote,Not in paid work,No,video
46,Female,Post2,Lab,10-20K,0,4,4,4,3,4,1,No vote,Not in paid work,No,video
27,Female,Post2,Rather_not_say,50-60K,1,3,3,4,4,4,5,No vote,Part-Time,No,video
19,Female,A-lev,Lab,Under10K,0,4,3,3,8,4,8,No vote,Unemployed,Yes,video
47,Female,GCSEorLess,None,10-20K,1,3,2,3,0,2,0,Leave,Not in paid work,No,video
31,Female,Post2,None,30-40K,0,4,4,3,5,5,7,No vote,Part-Time,No,video
19,Female,A-lev,None,60-70K,0,5,5,5,10,8,10,No vote,Not in paid work,Yes,video
32,Female,BA,None,10-20K,0,4,4,4,9,5,5,No vote,Part-Time,No,video
19,Female,GCSEorLess,Con,10-20K,1,2,2,4,5,3,5,No vote,Unemployed,No,video
20,Female,BA,None,20-30K,0,4,3,4,9,5,7,No vote,Part-Time,Yes,video
