age,gender,education,party,income,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
20,Male,Post2,Con,40-50K,1,2,2,4,9,4,9,vis,Leave,Not in paid work,Yes
50,Male,PG,None,70-80K,1,3,1,4,1,5,0,vis,Leave,Full-Time,No
36,Male,BA,None,20-30K,0,5,2,5,8,2,1,vis,Leave,Full-Time,No
36,Male,BA,UKIP,60-70K,1,2,3,2,0,0,0,vis,Leave,Full-Time,No
30,Male,BA,Lab,30-40K,1,4,4,4,9,3,9,vis,Leave,Part-Time,No
61,Male,GCSEorLess,Lab,10-20K,1,3,3,3,3,2,4,vis,Leave,Unemployed,No
51,Male,PG,None,30-40K,1,2,3,2,0,0,0,vis,Leave,Full-Time,No
31,Male,A-lev,Lab,50-60K,0,5,5,5,10,7,10,vis,Leave,Full-Time,No
48,Male,BA,Lab,20-30K,1,2,2,3,3,0,0,vis,Leave,Part-Time,No
29,Male,Post2,Con,20-30K,1,3,2,3,3,2,4,vis,Leave,Full-Time,No
24,Male,BA,None,Under10K,1,2,3,2,1,1,1,vis,Leave,Not in paid work,Yes
81,Male,GCSEorLess,UKIP,10-20K,1,4,4,3,5,5,5,vis,Leave,Other,No
18,Male,BA,None,Under10K,0,4,4,4,9,7,9,vis,Leave,Full-Time,Yes
19,Male,Post2,Lab,10-20K,0,5,5,4,10,7,8,video,No vote,Part-Time,Yes
25,Male,A-lev,None,20-30K,1,1,1,1,0,0,0,video,No vote,Full-Time,No
20,Male,A-lev,Lab,Under10K,0,5,4,4,9,8,2,video,No vote,Other,Yes
25,Male,GCSEorLess,None,Over100K,1,4,4,4,6,3,5,video,No vote,Full-Time,No
50,Male,Post2,Lab,30-40K,0,4,4,4,8,5,10,video,No vote,Full-Time,No
18,Male,GCSEorLess,Lab,Under10K,0,4,5,4,10,5,5,video,No vote,Unemployed,Yes
19,Male,Post2,None,10-20K,0,5,5,4,10,5,0,video,No vote,Part-Time,No
20,Male,A-lev,None,Under10K,0,3,3,4,7,5,7,video,No vote,Other,Yes
53,Male,A-lev,Con,20-30K,0,4,4,4,5,5,5,video,No vote,Full-Time,No
23,Male,A-lev,None,Under10K,1,2,3,2,1,9,2,video,No vote,Part-Time,No
34,Male,PG,Lab,70-80K,0,4,4,3,3,5,5,video,No vote,Full-Time,Yes
58,Male,A-lev,Lab,20-30K,1,4,3,4,3,5,5,video,No vote,Full-Time,No
19,Male,A-lev,Con,50-60K,0,5,3,3,7,3,6,video,No vote,Unemployed,Yes
32,Male,A-lev,None,20-30K,1,4,4,3,2,2,9,video,No vote,Unemployed,No
20,Male,Post2,Lab,50-60K,0,4,5,4,9,4,10,video,No vote,Not in paid work,Yes
37,Male,GCSEorLess,None,10-20K,0,5,5,5,9,6,10,video,No vote,Full-Time,No
43,Male,GCSEorLess,None,50-60K,0,4,4,3,6,5,6,video,No vote,Full-Time,No
19,Male,Post2,Lab,10-20K,0,5,4,4,8,6,7,video,No vote,Part-Time,Yes
23,Male,BA,Lab,Over100K,0,5,4,4,9,6,10,video,No vote,Part-Time,Yes
36,Male,BA,Grn,20-30K,0,4,3,3,8,5,8,video,No vote,Full-Time,No
31,Male,BA,None,30-40K,1,3,3,3,0,0,0,video,No vote,Full-Time,No
20,Male,A-lev,Lab,60-70K,0,5,5,4,9,8,9,video,No vote,Unemployed,No
20,Male,A-lev,Lab,Over100K,0,5,5,4,8,5,9,video,No vote,Not in paid work,Yes
18,Male,A-lev,Lab,10-20K,0,4,4,4,10,10,10,video,No vote,Other,Yes
18,Male,PG,Lab,Over100K,1,4,4,4,9,5,10,video,No vote,Full-Time,No
19,Male,A-lev,Rather_not_say,20-30K,0,4,4,4,8,5,5,video,No vote,Other,No
19,Male,A-lev,Con,Over100K,0,4,4,4,7,5,9,video,No vote,Other,Yes
20,Male,Post2,Con,70-80K,0,5,5,5,10,10,10,video,No vote,Other,Yes
19,Male,A-lev,Lab,90-100K,0,4,4,4,8,7,9,video,No vote,Unemployed,Yes
23,Male,Post2,Grn,10-20K,1,3,3,2,4,2,10,video,No vote,Not in paid work,No
29,Male,Post2,None,Under10K,1,1,1,4,1,1,1,video,No vote,Unemployed,No
18,Male,GCSEorLess,None,30-40K,0,5,4,4,9,5,10,video,No vote,Other,Yes
26,Male,BA,Lab,70-80K,0,4,5,4,8,5,8,video,No vote,Full-Time,No
40,Male,Post2,None,50-60K,0,4,4,3,6,5,9,video,No vote,Full-Time,No
21,Male,GCSEorLess,Con,10-20K,0,2,4,4,8,4,10,video,No vote,Unemployed,No
32,Male,BA,Rather_not_say,30-40K,0,4,4,4,10,5,10,video,No vote,Full-Time,No
18,Male,GCSEorLess,Lab,20-30K,0,4,4,3,8,5,8,video,No vote,Unemployed,Yes
19,Male,Post2,UKIP,60-70K,1,3,3,3,3,3,0,video,No vote,Full-Time,Yes
18,Male,GCSEorLess,None,Over100K,0,2,5,4,4,4,7,video,No vote,Unemployed,Yes
30,Male,GCSEorLess,Con,Under10K,0,4,4,2,7,4,8,video,No vote,Unemployed,No
52,Male,PG,Con,Under10K,1,3,4,2,2,0,5,video,No vote,Unemployed,No
31,Male,PG,Lab,40-50K,0,4,4,4,8,5,6,video,No vote,Unemployed,Yes
54,Male,BA,Lab,20-30K,0,4,5,4,9,5,5,video,No vote,Full-Time,No
71,Male,Post2,Con,20-30K,0,4,4,4,5,3,3,video,No vote,Not in paid work,No
43,Male,A-lev,None,60-70K,0,4,4,4,9,5,8,video,No vote,Full-Time,No
18,Male,A-lev,Con,50-60K,1,2,2,2,0,0,0,video,No vote,Other,Yes
21,Male,BA,Lab,Under10K,0,4,4,4,5,5,4,video,No vote,Unemployed,Yes
48,Male,A-lev,None,70-80K,0,3,4,4,8,5,7,video,No vote,Full-Time,No
40,Male,GCSEorLess,Lab,20-30K,0,4,3,4,6,5,3,video,No vote,Full-Time,No
20,Male,A-lev,Lab,10-20K,0,4,4,4,7,5,7,video,No vote,Part-Time,Yes
28,Male,BA,None,20-30K,0,4,2,4,5,5,5,video,No vote,Full-Time,No
43,Male,BA,None,Under10K,1,3,4,3,5,4,5,video,No vote,Unemployed,No
21,Male,A-lev,Con,90-100K,0,4,2,2,2,2,10,video,No vote,Full-Time,No
18,Male,A-lev,Rather_not_say,60-70K,0,4,5,2,8,5,8,video,No vote,Part-Time,Yes
31,Male,BA,Lab,60-70K,0,4,5,4,6,6,6,video,No vote,Full-Time,No
19,Male,A-lev,Con,30-40K,0,4,3,4,9,5,6,video,No vote,Not in paid work,Yes
24,Male,BA,None,Over100K,0,4,5,4,7,4,10,video,No vote,Full-Time,No
29,Male,Post2,Con,70-80K,0,5,4,3,9,6,8,video,No vote,Full-Time,No
18,Male,GCSEorLess,Lab,Under10K,0,4,4,3,6,5,8,video,No vote,Unemployed,Yes
63,Male,A-lev,Con,Over100K,1,3,2,2,5,3,4,video,No vote,Full-Time,No
39,Male,Post2,Con,40-50K,1,3,2,3,1,2,5,video,No vote,Full-Time,No
27,Male,GCSEorLess,Lab,10-20K,0,4,4,4,7,5,6,video,No vote,Unemployed,No
43,Male,BA,None,10-20K,1,3,2,3,3,3,3,video,No vote,Full-Time,No
48,Male,Post2,None,20-30K,1,5,3,2,0,0,0,video,No vote,Full-Time,No
24,Male,GCSEorLess,Lab,10-20K,0,4,4,3,10,5,5,video,No vote,Full-Time,No
21,Male,A-lev,None,20-30K,1,2,3,2,5,7,5,video,No vote,Not in paid work,Yes
24,Male,GCSEorLess,Grn,10-20K,0,5,5,5,8,5,10,video,No vote,Unemployed,No
27,Male,Post2,Lab,30-40K,0,4,4,4,9,5,10,video,No vote,Full-Time,Yes
19,Male,A-lev,Lab,10-20K,0,4,4,4,4,4,7,video,No vote,Unemployed,Yes
20,Male,Post2,Lab,Over100K,0,5,5,4,10,5,10,video,No vote,Part-Time,Yes
27,Male,BA,Lib,20-30K,0,4,4,2,2,5,5,video,No vote,Full-Time,No
50,Male,GCSEorLess,Con,70-80K,0,4,3,4,8,5,9,video,No vote,Not in paid work,No
47,Male,BA,Lib,40-50K,1,1,1,1,0,0,0,video,No vote,Full-Time,Yes
18,Male,Post2,UKIP,40-50K,1,4,3,4,3,3,8,video,No vote,Part-Time,Yes
48,Male,PG,Grn,80-90K,0,4,4,5,10,5,10,video,No vote,Full-Time,No
39,Male,GCSEorLess,SNP,10-20K,0,4,4,4,8,5,10,video,No vote,Full-Time,No
20,Male,Post2,Con,60-70K,0,5,5,4,3,5,4,video,No vote,Not in paid work,Yes
32,Male,PG,None,30-40K,1,2,2,2,0,0,0,video,No vote,Full-Time,No
19,Male,A-lev,Lab,20-30K,0,4,4,4,9,4,10,video,No vote,Part-Time,Yes
25,Male,A-lev,None,20-30K,0,4,4,3,5,5,5,video,No vote,Unemployed,No
26,Male,PG,None,30-40K,0,4,4,4,9,5,8,video,No vote,Full-Time,No
29,Male,A-lev,UKIP,10-20K,1,2,5,2,0,0,5,video,No vote,Full-Time,No
64,Male,PG,UKIP,20-30K,1,2,1,2,0,0,0,video,No vote,Part-Time,No
19,Male,A-lev,Lab,60-70K,0,4,4,4,6,5,8,video,No vote,Part-Time,Yes
23,Male,PG,Lab,20-30K,0,5,4,4,9,5,9,video,No vote,Other,Yes
28,Male,PG,Con,30-40K,0,4,3,3,5,6,4,video,No vote,Full-Time,No
21,Male,A-lev,Rather_not_say,Under10K,1,4,3,3,2,7,5,video,No vote,Unemployed,Yes
27,Male,GCSEorLess,Grn,Under10K,0,5,5,5,5,5,10,video,No vote,Part-Time,No
19,Male,A-lev,Lab,70-80K,0,4,4,4,7,5,8,video,No vote,Other,Yes
18,Male,A-lev,Lab,60-70K,0,4,4,4,6,5,3,video,No vote,Not in paid work,Yes
19,Male,A-lev,Rather_not_say,20-30K,0,5,4,3,8,5,9,video,No vote,Other,Yes
34,Male,BA,Lab,80-90K,0,4,4,3,7,5,6,video,No vote,Not in paid work,Yes
25,Male,PG,None,Over100K,0,5,5,5,9,7,9,video,No vote,Part-Time,Yes
46,Male,A-lev,None,40-50K,1,3,4,4,8,5,10,video,No vote,Full-Time,No
19,Male,BA,None,90-100K,0,5,5,5,10,2,7,video,No vote,Unemployed,Yes
25,Female,A-lev,Lab,10-20K,1,3,2,3,4,3,5,video,No vote,Full-Time,No
38,Female,BA,Lab,30-40K,0,4,4,4,8,6,9,video,No vote,Full-Time,No
21,Female,BA,None,40-50K,0,5,2,4,9,5,8,video,No vote,Not in paid work,Yes
20,Female,A-lev,Lab,60-70K,0,5,5,5,10,8,10,video,No vote,Unemployed,Yes
18,Female,A-lev,Lab,40-50K,0,5,4,5,9,7,10,video,No vote,Other,Yes
32,Female,BA,Grn,40-50K,0,4,3,4,5,4,7,video,No vote,Part-Time,No
32,Female,A-lev,Lab,30-40K,1,4,4,4,1,0,5,video,No vote,Not in paid work,No
20,Female,A-lev,Lab,Under10K,0,4,4,4,7,5,6,video,No vote,Other,Yes
35,Female,BA,Lab,20-30K,0,5,5,5,7,5,8,video,No vote,Other,No
21,Female,A-lev,Lab,20-30K,1,3,2,3,2,2,7,video,No vote,Other,Yes
20,Female,BA,Con,Under10K,0,5,5,1,9,2,5,video,No vote,Part-Time,Yes
36,Female,BA,Lab,40-50K,0,4,4,4,8,5,5,video,No vote,Not in paid work,No
22,Female,BA,Lab,40-50K,0,5,3,2,4,5,4,video,No vote,Part-Time,Yes
28,Female,BA,Con,40-50K,1,4,4,3,7,4,2,video,No vote,Unemployed,No
32,Female,A-lev,None,60-70K,1,4,4,4,3,3,4,video,No vote,Full-Time,No
40,Female,A-lev,None,10-20K,0,3,4,4,3,7,3,video,No vote,Not in paid work,No
39,Female,BA,Lab,30-40K,0,3,4,4,9,5,9,video,No vote,Full-Time,No
18,Female,GCSEorLess,Con,60-70K,0,3,4,4,6,6,6,video,No vote,Part-Time,Yes
31,Female,GCSEorLess,None,20-30K,1,4,4,4,3,3,5,video,No vote,Not in paid work,No
38,Female,Post2,None,20-30K,1,4,3,2,4,3,5,video,No vote,Full-Time,No
19,Female,Post2,Lab,10-20K,0,4,4,3,9,6,5,video,No vote,Full-Time,Yes
32,Female,BA,UKIP,10-20K,1,4,2,1,1,1,8,video,No vote,Part-Time,No
18,Female,GCSEorLess,Lab,90-100K,0,4,5,4,10,8,5,video,No vote,Unemployed,Yes
24,Female,Post2,None,Under10K,1,3,3,4,5,5,5,video,No vote,Unemployed,No
19,Female,A-lev,Lab,50-60K,0,5,5,4,10,7,5,video,No vote,Unemployed,Yes
46,Female,GCSEorLess,None,20-30K,1,4,4,3,3,3,5,video,No vote,Part-Time,No
19,Female,Post2,Con,30-40K,1,3,2,3,2,2,2,video,No vote,Part-Time,Yes
34,Female,A-lev,Con,80-90K,0,4,2,4,9,4,9,video,No vote,Full-Time,No
26,Female,A-lev,None,20-30K,1,2,3,4,0,3,3,video,No vote,Not in paid work,No
54,Female,Post2,None,10-20K,0,5,5,4,10,5,10,video,No vote,Other,No
34,Female,Post2,Con,10-20K,1,4,4,2,4,1,1,video,No vote,Not in paid work,No
51,Female,A-lev,None,20-30K,1,2,3,1,2,2,2,video,No vote,Not in paid work,No
18,Female,A-lev,Lab,70-80K,0,4,4,4,10,7,7,video,No vote,Part-Time,Yes
18,Female,A-lev,Lib,80-90K,1,4,3,3,2,2,4,video,No vote,Other,Yes
26,Female,Post2,None,30-40K,1,3,2,3,3,4,5,video,No vote,Full-Time,No
44,Female,GCSEorLess,None,10-20K,1,1,1,1,0,0,0,video,No vote,Not in paid work,No
22,Female,A-lev,Lab,10-20K,1,4,4,3,3,3,5,video,No vote,Not in paid work,Yes
40,Female,A-lev,None,Under10K,1,2,2,2,3,7,1,video,No vote,Part-Time,No
50,Female,GCSEorLess,Lab,Under10K,0,4,4,3,5,5,8,video,No vote,Not in paid work,No
18,Female,A-lev,Lab,60-70K,0,4,4,4,7,5,5,video,No vote,Part-Time,Yes
29,Female,Post2,Con,40-50K,1,4,4,2,0,0,0,video,No vote,Part-Time,No
52,Female,GCSEorLess,Con,Under10K,0,4,4,4,9,5,1,video,No vote,Not in paid work,No
26,Female,Post2,None,30-40K,1,4,2,3,5,1,1,video,No vote,Full-Time,No
20,Female,A-lev,Lab,Under10K,0,5,5,5,10,9,7,video,No vote,Unemployed,Yes
21,Female,A-lev,None,30-40K,0,4,4,4,6,4,5,video,No vote,Part-Time,No
20,Female,GCSEorLess,None,10-20K,1,4,4,3,5,3,4,video,No vote,Full-Time,No
23,Female,BA,Con,20-30K,1,4,4,4,4,4,7,video,No vote,Full-Time,No
35,Female,BA,None,60-70K,0,4,4,3,9,5,7,video,No vote,Full-Time,No
19,Female,Post2,SNP,Over100K,0,5,5,5,10,6,10,video,No vote,Other,Yes
18,Female,Post2,None,30-40K,1,3,2,3,4,3,3,video,No vote,Unemployed,Yes
18,Female,A-lev,UKIP,Over100K,1,2,2,2,2,2,4,video,No vote,Part-Time,Yes
22,Female,A-lev,None,20-30K,0,5,5,5,10,6,8,video,No vote,Full-Time,No
23,Female,Post2,Grn,10-20K,0,5,5,5,10,10,10,video,No vote,Part-Time,Yes
30,Female,Post2,None,30-40K,0,4,4,4,7,5,5,video,No vote,Full-Time,No
20,Female,A-lev,Con,Over100K,0,5,5,3,10,6,10,video,No vote,Part-Time,Yes
30,Female,A-lev,Grn,70-80K,0,5,4,3,8,4,8,video,No vote,Full-Time,No
20,Female,A-lev,Lab,70-80K,0,5,5,4,10,5,10,video,No vote,Part-Time,Yes
20,Female,A-lev,Lab,10-20K,0,5,5,4,10,5,6,video,No vote,Part-Time,Yes
25,Female,BA,Lab,50-60K,0,4,4,4,7,5,6,video,No vote,Full-Time,No
20,Female,A-lev,Lib,10-20K,0,5,5,5,10,0,10,video,No vote,Not in paid work,Yes
23,Female,BA,None,50-60K,0,4,4,4,9,5,5,video,No vote,Part-Time,No
30,Female,A-lev,None,20-30K,1,4,3,3,3,4,7,video,No vote,Part-Time,No
36,Female,A-lev,None,30-40K,1,2,3,2,1,0,5,video,No vote,Full-Time,No
19,Female,BA,Lab,10-20K,0,4,2,3,7,4,5,video,No vote,Other,Yes
20,Female,A-lev,Lab,10-20K,0,4,4,4,8,5,10,video,No vote,Part-Time,Yes
22,Female,BA,Lab,Under10K,0,4,4,4,8,5,7,video,No vote,Part-Time,Yes
34,Female,Post2,None,30-40K,0,4,4,4,9,5,8,video,No vote,Not in paid work,No
18,Female,A-lev,Lib,70-80K,0,5,5,4,9,5,10,video,No vote,Other,Yes
19,Female,BA,Con,Over100K,1,2,4,1,2,4,6,video,No vote,Not in paid work,Yes
64,Female,BA,Lab,40-50K,1,2,3,3,3,3,4,video,No vote,Full-Time,No
48,Female,GCSEorLess,None,30-40K,1,5,4,1,0,0,0,video,No vote,Not in paid work,No
19,Female,A-lev,Lib,Over100K,0,4,5,4,9,5,10,video,No vote,Unemployed,Yes
27,Female,BA,None,40-50K,1,4,4,2,0,0,3,video,No vote,Other,No
19,Female,A-lev,Lab,40-50K,0,4,4,4,8,3,7,video,No vote,Unemployed,Yes
47,Female,PG,Lab,30-40K,0,5,4,4,10,5,8,video,No vote,Full-Time,No
46,Female,Post2,Lab,10-20K,0,4,4,4,3,4,1,video,No vote,Not in paid work,No
19,Female,A-lev,Lab,Under10K,0,4,3,3,8,4,8,video,No vote,Unemployed,Yes
31,Female,Post2,None,30-40K,0,4,4,3,5,5,7,video,No vote,Part-Time,No
32,Female,BA,None,10-20K,0,4,4,4,9,5,5,video,No vote,Part-Time,No
19,Female,GCSEorLess,Con,10-20K,1,2,2,4,5,3,5,video,No vote,Unemployed,No
20,Female,BA,None,20-30K,0,4,3,4,9,5,7,video,No vote,Part-Time,Yes
34,Female,BA,Grn,20-30K,0,4,4,4,10,5,10,video,No vote,Full-Time,No
23,Male,BA,Lib,40-50K,0,5,4,3,10,5,10,video,Remain,Other,Yes
33,Male,A-lev,None,40-50K,0,4,2,2,6,5,5,video,Remain,Full-Time,No
35,Female,GCSEorLess,Lab,60-70K,0,4,4,3,9,5,5,video,Remain,Full-Time,No
40,Female,A-lev,None,20-30K,0,5,4,5,10,9,10,video,Remain,Part-Time,No
63,Male,BA,Con,80-90K,0,4,4,4,5,5,5,video,Remain,Full-Time,No
26,Male,GCSEorLess,Lab,30-40K,0,5,5,5,10,5,5,video,Remain,Full-Time,No
22,Male,PG,Grn,10-20K,0,3,3,4,10,5,10,video,Remain,Full-Time,No
21,Male,Post2,Con,Under10K,0,4,4,3,4,3,6,video,Remain,Part-Time,Yes
39,Male,BA,Lab,80-90K,0,5,4,5,5,5,9,video,Remain,Full-Time,No
45,Female,PG,Grn,10-20K,0,3,2,3,7,5,10,video,Remain,Unemployed,No
23,Male,A-lev,Con,Over100K,1,4,4,3,9,4,10,video,Remain,Unemployed,No
30,Female,BA,None,60-70K,0,4,4,4,6,5,5,video,Remain,Full-Time,No
26,Male,PG,Lab,30-40K,0,4,4,4,9,4,9,video,Remain,Full-Time,No
66,Female,BA,Con,90-100K,0,4,4,4,6,5,9,video,Remain,Full-Time,No
23,Female,PG,Lib,80-90K,0,5,4,5,10,5,10,video,Remain,Full-Time,No
31,Female,A-lev,Lab,10-20K,1,2,2,2,1,1,5,video,Remain,Not in paid work,No
35,Female,A-lev,Con,40-50K,0,4,4,3,5,2,5,video,Remain,Part-Time,No
27,Female,BA,Lab,30-40K,0,5,4,4,9,4,7,video,Remain,Full-Time,No
64,Male,BA,Lab,20-30K,0,4,4,3,2,3,9,video,Remain,Not in paid work,No
44,Male,A-lev,Lab,40-50K,0,4,4,4,8,5,9,video,Remain,Full-Time,No
30,Female,BA,Lib,50-60K,0,5,5,5,10,5,9,video,Remain,Full-Time,No
45,Male,BA,Lab,70-80K,0,5,5,5,10,5,10,video,Remain,Not in paid work,No
23,Male,A-lev,Grn,Under10K,0,5,5,5,10,9,10,video,Remain,Not in paid work,Yes
23,Male,BA,None,10-20K,0,4,4,3,10,5,8,video,Remain,Full-Time,No
31,Female,BA,Lab,40-50K,0,5,4,4,10,5,10,video,Remain,Part-Time,No
37,Male,PG,Grn,60-70K,0,4,4,4,9,4,9,video,Remain,Full-Time,No
31,Male,BA,None,10-20K,0,4,5,4,10,6,10,video,Remain,Full-Time,No
28,Female,BA,Lab,30-40K,0,5,5,5,10,5,5,video,Remain,Full-Time,No
30,Male,BA,Lab,30-40K,0,5,4,4,10,5,7,video,Remain,Full-Time,No
21,Male,Post2,Grn,20-30K,1,4,2,4,4,3,7,video,Remain,Not in paid work,No
33,Female,Post2,Con,60-70K,0,5,4,4,8,5,10,video,Remain,Part-Time,No
34,Male,PG,Lib,30-40K,0,5,5,5,10,8,9,video,Remain,Other,Yes
45,Male,BA,Con,Over100K,1,2,2,2,3,3,8,video,Remain,Full-Time,No
21,Female,Post2,Lab,60-70K,0,5,5,5,10,5,8,video,Remain,Full-Time,No
66,Female,GCSEorLess,Con,10-20K,1,3,3,4,4,4,4,video,Remain,Not in paid work,No
22,Male,PG,Lab,10-20K,0,4,4,4,8,5,10,video,Remain,Part-Time,Yes
24,Female,BA,None,10-20K,0,4,4,3,5,5,5,video,Remain,Part-Time,No
29,Female,BA,Lab,50-60K,0,4,4,4,9,5,5,video,Remain,Full-Time,No
27,Male,BA,Lab,20-30K,0,5,4,4,10,7,8,video,Remain,Full-Time,No
61,Female,GCSEorLess,Lab,Under10K,0,4,3,4,10,4,7,video,Remain,Other,No
36,Male,PG,Lib,10-20K,0,5,5,5,10,5,10,video,Remain,Full-Time,No
29,Female,PG,Con,20-30K,1,4,3,2,2,4,5,video,Remain,Not in paid work,No
61,Female,BA,Lab,20-30K,0,4,4,4,4,5,9,video,Remain,Part-Time,No
35,Female,BA,Con,80-90K,0,3,2,3,9,5,5,video,Remain,Full-Time,No
19,Male,A-lev,Con,10-20K,0,4,4,3,7,5,5,video,Remain,Unemployed,Yes
23,Female,BA,Lab,30-40K,0,5,4,5,8,5,10,video,Remain,Full-Time,No
26,Male,A-lev,Lib,10-20K,0,4,4,4,10,6,8,video,Remain,Other,No
43,Female,GCSEorLess,Lib,10-20K,0,5,5,5,10,5,9,video,Remain,Full-Time,No
29,Male,A-lev,Lab,50-60K,0,4,4,4,7,6,10,video,Remain,Full-Time,No
32,Female,BA,SNP,40-50K,0,5,5,4,9,6,10,video,Remain,Other,No
69,Male,GCSEorLess,Lib,30-40K,0,4,4,4,9,4,7,video,Remain,Not in paid work,No
25,Male,BA,SNP,20-30K,1,2,2,3,1,1,3,video,Remain,Unemployed,Yes
25,Female,BA,Lab,20-30K,0,4,4,4,9,5,10,video,Remain,Part-Time,No
40,Male,Post2,Lab,20-30K,0,5,5,5,10,10,10,video,Remain,Full-Time,Yes
20,Female,A-lev,Lab,40-50K,0,4,5,5,8,8,7,video,Remain,Other,Yes
52,Female,BA,Grn,20-30K,0,5,5,5,10,10,10,video,Remain,Part-Time,No
31,Female,BA,Lab,80-90K,0,4,4,4,6,5,6,video,Remain,Full-Time,No
42,Female,A-lev,Con,10-20K,0,5,5,5,10,5,5,video,Remain,Full-Time,No
21,Male,Post2,Lab,40-50K,0,5,4,5,10,5,10,video,Remain,Part-Time,Yes
33,Female,A-lev,Lab,10-20K,0,5,5,4,9,6,9,video,Remain,Not in paid work,No
31,Male,Post2,Con,50-60K,0,4,4,4,7,5,7,video,Remain,Full-Time,No
35,Male,A-lev,Lab,50-60K,1,2,2,3,3,2,2,video,Remain,Full-Time,No
44,Male,A-lev,Lab,60-70K,1,4,4,2,4,5,6,video,Remain,Full-Time,No
37,Female,A-lev,Plaid,Under10K,0,5,2,4,8,5,10,video,Remain,Full-Time,No
57,Male,Post2,Lib,10-20K,0,4,4,4,8,5,9,video,Remain,Full-Time,No
36,Female,BA,Grn,40-50K,0,4,3,4,6,5,9,video,Remain,Full-Time,No
27,Male,BA,Lab,70-80K,0,4,3,3,6,5,6,video,Remain,Part-Time,Yes
32,Female,BA,Lab,30-40K,0,5,4,5,8,5,5,video,Remain,Other,No
27,Female,BA,Rather_not_say,10-20K,0,4,4,4,5,5,5,video,Remain,Part-Time,Yes
51,Female,PG,None,40-50K,0,5,5,4,10,5,10,video,Remain,Full-Time,No
42,Female,BA,Grn,70-80K,0,5,5,5,10,9,9,video,Remain,Full-Time,No
24,Female,Post2,None,20-30K,0,4,5,4,10,6,10,video,Remain,Part-Time,Yes
32,Female,BA,Lab,50-60K,0,4,4,4,5,5,5,video,Remain,Part-Time,No
28,Female,BA,SNP,50-60K,1,4,4,4,4,4,8,video,Remain,Not in paid work,Yes
36,Male,Post2,SNP,20-30K,0,4,3,4,6,4,7,video,Remain,Full-Time,No
29,Female,GCSEorLess,Lab,10-20K,0,5,5,4,10,5,10,video,Remain,Not in paid work,No
47,Female,GCSEorLess,Lab,40-50K,0,4,4,4,4,5,4,video,Remain,Part-Time,No
21,Female,A-lev,None,90-100K,1,4,4,4,2,2,2,video,Remain,Not in paid work,Yes
30,Male,BA,SNP,50-60K,0,5,5,4,10,6,10,video,Remain,Not in paid work,No
59,Female,GCSEorLess,Lib,30-40K,0,4,4,4,9,5,9,video,Remain,Not in paid work,No
48,Female,GCSEorLess,Con,60-70K,1,2,4,4,2,1,1,video,Remain,Part-Time,No
30,Female,BA,None,30-40K,0,5,5,5,10,5,8,video,Remain,Full-Time,No
21,Male,BA,Lab,30-40K,0,4,4,3,8,5,8,video,Remain,Part-Time,Yes
49,Female,PG,Lab,30-40K,0,5,5,4,9,5,10,video,Remain,Full-Time,No
30,Female,BA,Lib,60-70K,0,5,2,5,10,5,10,video,Remain,Full-Time,Yes
31,Female,Post2,Lab,20-30K,0,4,4,3,9,6,10,video,Remain,Full-Time,No
25,Male,PG,Lab,30-40K,0,4,4,4,10,5,10,video,Remain,Full-Time,No
51,Female,Post2,Con,60-70K,0,4,4,4,9,4,9,video,Remain,Full-Time,No
57,Female,BA,Con,20-30K,0,4,4,4,7,5,7,video,Remain,Part-Time,No
30,Female,BA,None,80-90K,0,5,4,4,9,7,9,video,Remain,Part-Time,No
54,Female,BA,Lab,Over100K,0,4,4,4,9,5,5,video,Remain,Not in paid work,No
38,Male,GCSEorLess,Lab,10-20K,1,2,3,3,2,1,3,video,Remain,Full-Time,No
31,Female,Post2,Lab,30-40K,0,4,4,4,7,6,10,video,Remain,Not in paid work,Yes
45,Male,A-lev,Grn,30-40K,0,4,4,4,8,5,9,video,Remain,Full-Time,No
44,Female,PG,Grn,80-90K,0,4,4,3,9,1,9,video,Remain,Part-Time,No
46,Female,BA,Lib,40-50K,0,4,5,4,10,7,10,video,Remain,Full-Time,No
40,Male,GCSEorLess,Lab,Over100K,0,5,4,4,10,5,10,video,Remain,Full-Time,No
65,Male,PG,Lab,80-90K,0,5,5,5,10,5,10,video,Remain,Not in paid work,No
33,Male,BA,Con,20-30K,0,4,4,4,9,5,9,video,Remain,Full-Time,No
58,Male,A-lev,Con,20-30K,1,3,4,3,6,1,7,video,Remain,Part-Time,No
41,Female,BA,None,60-70K,1,4,4,3,4,3,5,video,Remain,Full-Time,No
43,Male,PG,None,80-90K,0,5,5,4,10,5,10,video,Remain,Full-Time,No
18,Male,A-lev,None,30-40K,0,3,3,4,2,5,9,video,Remain,Not in paid work,Yes
37,Male,PG,Lab,30-40K,0,2,4,4,8,7,5,video,Remain,Part-Time,Yes
62,Male,PG,None,60-70K,0,5,4,4,9,5,9,video,Remain,Not in paid work,No
33,Female,BA,Grn,10-20K,0,4,4,3,10,5,9,video,Remain,Full-Time,No
43,Female,A-lev,None,60-70K,0,5,4,4,7,5,6,video,Remain,Part-Time,No
26,Male,A-lev,Lab,Under10K,1,2,2,3,2,2,3,video,Remain,Not in paid work,Yes
30,Female,Post2,None,50-60K,0,5,5,4,10,5,10,video,Remain,Unemployed,No
