age,gender,education,party,income,time_on_page,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
50,Male,GCSE or equivalent,Conservatives,"£20,000-29,999",17,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",10,1,10,vis,Leave,Not in paid work,No
53,Male,Post-secondary below-degree level qualification,Would rather not say,"£50,000-59,999",139,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",8,2,8,vis,Leave,Not in paid work,No
61,Male,A-level or equivalent,Conservatives,"£30,000-39,999",115,"Yes, too many",Disagree,Strongly agree,Agree,10,0,10,vis,Leave,Part-Time,No
37,Male,GCSE or equivalent,Labour,"£20,000-29,999",57,"No, not too many","Neither agree, nor disagree",Disagree,Agree,4,4,6,vis,Leave,Unemployed,No
65,Male,Post-secondary below-degree level qualification,Liberal Democrats,"£20,000-29,999",106,"No, not too many",Disagree,"Neither agree, nor disagree",Disagree,6,4,6,vis,Leave,Not in paid work,No
53,Male,GCSE or equivalent,None of the above,"£20,000-29,999",21,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",7,3,7,vis,Leave,Not in paid work,No
24,Male,GCSE or equivalent,UKIP,"£50,000-59,999",36,"Yes, too many",Agree,Agree,Agree,6,0,10,vis,Leave,Unemployed,No
62,Male,Post-secondary below-degree level qualification,None of the above,"£30,000-39,999",94,"Yes, too many",Strongly disagree,Strongly disagree,Agree,9,3,8,vis,Leave,Full-Time,No
28,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",7,"No, not too many",Disagree,Disagree,Disagree,5,4,3,vis,Leave,Full-Time,No
29,Male,A-level or equivalent,UKIP,"£70,000-79,999",152,"Yes, too many",Disagree,Agree,Agree,8,2,7,vis,Leave,Full-Time,No
24,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£60,000-69,999",60,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",0,5,0,vis,Leave,Full-Time,No
54,Male,GCSE or equivalent,Labour,"£10,000-19,999",101,"Yes, too many",Disagree,Agree,Agree,7,8,8,vis,Leave,Not in paid work,No
49,Male,Post-secondary below-degree level qualification,Would rather not say,Would rather not say,220,"No, not too many",Disagree,Disagree,Agree,1,6,8,vis,Leave,Full-Time,No
20,Male,A-level or equivalent,None of the above,Would rather not say,33,"Yes, too many",Agree,Agree,Disagree,10,0,10,vis,Leave,Unemployed,No
31,Male,A-level or equivalent,Conservatives,"£70,000-79,999",117,"Yes, too many",Agree,Agree,Disagree,8,3,8,vis,Leave,Full-Time,No
56,Male,GCSE or equivalent,Conservatives,"£40,000-49,999",66,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,0,10,vis,Leave,Full-Time,No
24,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",128,"Yes, too many","Neither agree, nor disagree",Agree,Agree,8,2,10,vis,Leave,,No
42,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"Over £100,000",31,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",7,4,3,vis,Leave,Full-Time,No
28,Male,A-level or equivalent,Labour,"£30,000-39,999",125,"Yes, too many",Disagree,Disagree,Agree,9,0,5,vis,Leave,Full-Time,No
20,Male,Post-secondary below-degree level qualification,Conservatives,"£40,000-49,999",15,"Yes, too many",Agree,Agree,Agree,1,4,1,vis,Leave,Not in paid work,Yes
50,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£70,000-79,999",149,"Yes, too many","Neither agree, nor disagree",Strongly agree,Agree,9,5,10,vis,Leave,Full-Time,No
36,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",298,"No, not too many",Strongly disagree,Agree,Strongly agree,2,2,9,vis,Leave,Full-Time,No
36,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",UKIP,"£60,000-69,999",112,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,10,0,10,vis,Leave,Full-Time,No
30,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",77,"Yes, too many",Disagree,Disagree,Agree,1,3,1,vis,Leave,Part-Time,No
61,Male,GCSE or equivalent,Labour,"£10,000-19,999",109,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",7,2,6,vis,Leave,Unemployed,No
31,Male,GCSE or equivalent,Conservatives,"£10,000-19,999",145,Don't know / not sure,Strongly disagree,Strongly disagree,Agree,2,5,10,vis,Leave,Part-Time,No
51,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£30,000-39,999",122,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,10,0,10,vis,Leave,Full-Time,No
31,Male,A-level or equivalent,Labour,"£50,000-59,999",35,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,7,0,vis,Leave,Full-Time,No
23,Male,Post-secondary below-degree level qualification,UKIP,"£60,000-69,999",58,Don't know / not sure,Disagree,"Neither agree, nor disagree",Agree,5,5,5,vis,Leave,Full-Time,No
48,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",89,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",7,0,10,vis,Leave,Part-Time,No
29,Male,Post-secondary below-degree level qualification,Conservatives,"£20,000-29,999",26,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",7,2,6,vis,Leave,Full-Time,No
24,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Under £10,000",165,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,9,1,9,vis,Leave,Not in paid work,Yes
81,Male,GCSE or equivalent,UKIP,"£10,000-19,999",231,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",5,5,5,vis,Leave,Other,No
18,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Under £10,000",37,"No, not too many",Disagree,Disagree,Agree,1,7,1,vis,Leave,Full-Time,Yes
19,Male,Post-secondary below-degree level qualification,Labour,"£10,000-19,999",148,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,7,2,video,No vote,Part-Time,Yes
30,Male,Post-secondary below-degree level qualification,Conservatives,"£30,000-39,999",162,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",7,3,5,video,No vote,Full-Time,No
25,Male,A-level or equivalent,None of the above,"£20,000-29,999",158,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,0,10,video,No vote,Full-Time,No
20,Male,A-level or equivalent,Labour,"Under £10,000",171,"No, not too many",Strongly disagree,Disagree,Agree,1,8,8,video,No vote,Other,Yes
25,Male,GCSE or equivalent,None of the above,"Over £100,000",154,"Yes, too many",Disagree,Disagree,Agree,4,3,5,video,No vote,Full-Time,No
50,Male,Post-secondary below-degree level qualification,Labour,"£30,000-39,999",161,"No, not too many",Disagree,Disagree,Agree,2,5,0,video,No vote,Full-Time,No
18,Male,GCSE or equivalent,Labour,"Under £10,000",151,"No, not too many",Disagree,Strongly disagree,Agree,0,5,5,video,No vote,Unemployed,Yes
61,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£40,000-49,999",150,Don't know / not sure,Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",6,3,5,video,No vote,Full-Time,No
19,Male,Post-secondary below-degree level qualification,None of the above,"£10,000-19,999",156,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,10,video,No vote,Part-Time,No
20,Male,A-level or equivalent,None of the above,"Under £10,000",171,"No, not too many","Neither agree, nor disagree","Neither agree, nor disagree",Agree,3,5,3,video,No vote,Other,Yes
53,Male,A-level or equivalent,Conservatives,"£20,000-29,999",161,"No, not too many",Disagree,Disagree,Agree,5,5,5,video,No vote,Full-Time,No
20,Male,A-level or equivalent,None of the above,Would rather not say,151,"No, not too many",Strongly disagree,Disagree,Strongly agree,1,6,0,video,No vote,Other,Yes
23,Male,A-level or equivalent,None of the above,"Under £10,000",167,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,9,9,8,video,No vote,Part-Time,No
19,Male,Post-secondary below-degree level qualification,Labour,Would rather not say,161,"No, not too many",Strongly disagree,Agree,"Neither agree, nor disagree",3,4,2,video,No vote,Part-Time,Yes
34,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£70,000-79,999",173,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",7,5,5,video,No vote,Full-Time,Yes
58,Male,A-level or equivalent,Labour,"£20,000-29,999",194,"Yes, too many",Disagree,"Neither agree, nor disagree",Agree,7,5,5,video,No vote,Full-Time,No
19,Male,A-level or equivalent,Conservatives,"£50,000-59,999",166,"No, not too many",Strongly disagree,"Neither agree, nor disagree","Neither agree, nor disagree",3,3,4,video,No vote,Unemployed,Yes
49,Male,A-level or equivalent,Conservatives,"£40,000-49,999",170,Don't know / not sure,Disagree,Agree,Agree,6,5,6,video,No vote,Full-Time,No
32,Male,A-level or equivalent,None of the above,"£20,000-29,999",158,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",8,2,1,video,No vote,Unemployed,No
19,Male,A-level or equivalent,UKIP,Would rather not say,161,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",8,7,1,video,No vote,Other,Yes
20,Male,Post-secondary below-degree level qualification,Labour,"£50,000-59,999",143,"No, not too many",Disagree,Strongly disagree,Agree,1,4,0,video,No vote,Not in paid work,Yes
48,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£40,000-49,999",161,Don't know / not sure,Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",5,5,5,video,No vote,Full-Time,No
37,Male,GCSE or equivalent,None of the above,"£10,000-19,999",157,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,1,6,0,video,No vote,Full-Time,No
43,Male,GCSE or equivalent,None of the above,"£50,000-59,999",159,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",4,5,4,video,No vote,Full-Time,No
19,Male,Post-secondary below-degree level qualification,Labour,"£10,000-19,999",147,"No, not too many",Strongly disagree,Disagree,Agree,2,6,3,video,No vote,Part-Time,Yes
23,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"Over £100,000",147,"No, not too many",Strongly disagree,Disagree,Agree,1,6,0,video,No vote,Part-Time,Yes
36,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£20,000-29,999",161,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",2,5,2,video,No vote,Full-Time,No
31,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",184,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",10,0,10,video,No vote,Full-Time,No
20,Male,A-level or equivalent,Labour,"£60,000-69,999",147,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,8,1,video,No vote,Unemployed,No
20,Male,A-level or equivalent,Labour,"Over £100,000",156,"No, not too many",Strongly disagree,Strongly disagree,Agree,2,5,1,video,No vote,Not in paid work,Yes
18,Male,A-level or equivalent,Labour,"£10,000-19,999",143,"No, not too many",Disagree,Disagree,Agree,0,10,0,video,No vote,Other,Yes
43,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"Under £10,000",181,Don't know / not sure,Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",6,4,5,video,No vote,Full-Time,No
18,Male,GCSE or equivalent,None of the above,Would rather not say,147,Don't know / not sure,Disagree,Disagree,Agree,4,not applicable,not applicable,video,No vote,Unemployed,Yes
19,Male,A-level or equivalent,Labour,"£40,000-49,999",154,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,not applicable,video,No vote,Other,Yes
18,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"Over £100,000",272,"Yes, too many",Disagree,Disagree,Agree,1,5,0,video,No vote,Full-Time,No
19,Male,A-level or equivalent,Would rather not say,"£20,000-29,999",820,"No, not too many",Disagree,Disagree,Agree,2,5,5,video,No vote,Due to start work,No
19,Male,A-level or equivalent,Conservatives,"Over £100,000",156,"No, not too many",Disagree,Disagree,Agree,3,5,1,video,No vote,Other,Yes
20,Male,A-level or equivalent,None of the above,Would rather not say,263,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,1,not applicable,not applicable,video,No vote,,
20,Male,Post-secondary below-degree level qualification,Conservatives,"£70,000-79,999",348,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,0,video,No vote,Other,Yes
19,Male,A-level or equivalent,Labour,"£90,000-99,999",147,"No, not too many",Disagree,Disagree,Agree,2,7,1,video,No vote,Unemployed,Yes
23,Male,Post-secondary below-degree level qualification,Green Party,"£10,000-19,999",154,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree",Disagree,6,2,0,video,No vote,Not in paid work,No
29,Male,Post-secondary below-degree level qualification,None of the above,"Under £10,000",164,"Yes, too many",Strongly agree,Strongly agree,Agree,9,1,9,video,No vote,Unemployed,No
18,Male,GCSE or equivalent,None of the above,"£30,000-39,999",163,"No, not too many",Strongly disagree,Disagree,Agree,1,5,0,video,No vote,Other,Yes
33,Male,Post-secondary below-degree level qualification,None of the above,"£40,000-49,999",188,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",2,3,2,video,No vote,Full-Time,No
26,Male,Post-secondary below-degree level qualification,Conservatives,"£50,000-59,999",172,Don't know / not sure,Disagree,Agree,Agree,6,4,5,video,No vote,Full-Time,No
26,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£70,000-79,999",148,"No, not too many",Disagree,Strongly disagree,Agree,2,5,2,video,No vote,Full-Time,No
40,Male,Post-secondary below-degree level qualification,None of the above,"£50,000-59,999",154,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",4,5,1,video,No vote,Full-Time,No
21,Male,GCSE or equivalent,Conservatives,"£10,000-19,999",149,"No, not too many",Agree,Disagree,Agree,2,4,0,video,No vote,Unemployed,No
32,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Would rather not say,"£30,000-39,999",235,"No, not too many",Disagree,Disagree,Agree,0,5,0,video,No vote,Full-Time,No
25,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£40,000-49,999",161,Don't know / not sure,"Neither agree, nor disagree",Agree,Disagree,5,4,not applicable,video,No vote,Full-Time,No
21,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",147,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",not applicable,0,3,video,No vote,Other,Yes
18,Male,GCSE or equivalent,Labour,"£20,000-29,999",153,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",2,5,2,video,No vote,Unemployed,Yes
19,Male,Post-secondary below-degree level qualification,UKIP,"£60,000-69,999",144,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",7,3,10,video,No vote,Full-Time,Yes
18,Male,GCSE or equivalent,None of the above,"Over £100,000",150,"No, not too many",Agree,Strongly disagree,Agree,6,4,3,video,No vote,Unemployed,Yes
30,Male,GCSE or equivalent,Conservatives,"Under £10,000",157,"No, not too many",Disagree,Disagree,Disagree,3,4,2,video,No vote,Unemployed,No
52,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Conservatives,"Under £10,000",180,"Yes, too many","Neither agree, nor disagree",Disagree,Disagree,8,0,5,video,No vote,Unemployed,No
31,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£40,000-49,999",158,"No, not too many",Disagree,Disagree,Agree,2,5,4,video,No vote,Unemployed,Yes
54,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",167,"No, not too many",Disagree,Strongly disagree,Agree,1,5,5,video,No vote,Full-Time,No
71,Male,Post-secondary below-degree level qualification,Conservatives,"£20,000-29,999",172,"No, not too many",Disagree,Disagree,Agree,5,3,7,video,No vote,Not in paid work,No
43,Male,A-level or equivalent,None of the above,"£60,000-69,999",154,"No, not too many",Disagree,Disagree,Agree,1,5,2,video,No vote,Full-Time,No
18,Male,A-level or equivalent,Conservatives,"£50,000-59,999",204,"Yes, too many",Agree,Agree,Disagree,10,0,10,video,No vote,Other,Yes
21,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"Under £10,000",145,"No, not too many",Disagree,Disagree,Agree,5,5,6,video,No vote,Unemployed,Yes
20,Male,GCSE or equivalent,None of the above,"£40,000-49,999",160,Don't know / not sure,Disagree,Disagree,Agree,not applicable,5,7,video,No vote,Unemployed,Yes
48,Male,A-level or equivalent,None of the above,"£70,000-79,999",160,"No, not too many","Neither agree, nor disagree",Disagree,Agree,2,5,3,video,No vote,Full-Time,No
40,Male,GCSE or equivalent,Labour,"£20,000-29,999",185,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,4,5,7,video,No vote,Full-Time,No
20,Male,A-level or equivalent,Labour,"£10,000-19,999",164,"No, not too many",Disagree,Disagree,Agree,3,5,3,video,No vote,Part-Time,Yes
39,Male,Post-secondary below-degree level qualification,Labour,"£50,000-59,999",160,Don't know / not sure,"Neither agree, nor disagree",Agree,"Neither agree, nor disagree",5,4,4,video,No vote,Full-Time,
28,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",150,"No, not too many",Disagree,Agree,Agree,5,5,5,video,No vote,Full-Time,No
43,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Under £10,000",160,"Yes, too many","Neither agree, nor disagree",Disagree,"Neither agree, nor disagree",5,4,5,video,No vote,Unemployed,No
21,Male,A-level or equivalent,Conservatives,"£90,000-99,999",156,"No, not too many",Disagree,Agree,Disagree,8,2,0,video,No vote,Full-Time,No
18,Male,A-level or equivalent,Would rather not say,"£60,000-69,999",150,"No, not too many",Disagree,Strongly disagree,Disagree,2,5,2,video,No vote,Part-Time,Yes
31,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£60,000-69,999",148,"No, not too many",Disagree,Strongly disagree,Agree,4,6,4,video,No vote,Full-Time,No
18,Male,A-level or equivalent,None of the above,Would rather not say,156,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,7,0,video,No vote,Other,Yes
39,Male,Post-secondary below-degree level qualification,None of the above,"£20,000-29,999",157,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",not applicable,not applicable,not applicable,video,No vote,Full-Time,No
19,Male,A-level or equivalent,Conservatives,"£30,000-39,999",178,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,1,5,4,video,No vote,Not in paid work,Yes
24,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Over £100,000",173,"No, not too many",Disagree,Strongly disagree,Agree,3,4,0,video,No vote,Full-Time,No
29,Male,Post-secondary below-degree level qualification,Conservatives,"£70,000-79,999",173,"No, not too many",Strongly disagree,Disagree,"Neither agree, nor disagree",1,6,2,video,No vote,Full-Time,No
18,Male,Primary School,Labour,"Under £10,000",158,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",4,5,2,video,No vote,Unemployed,Yes
63,Male,A-level or equivalent,Conservatives,"Over £100,000",155,"Yes, too many","Neither agree, nor disagree",Agree,Disagree,5,3,6,video,No vote,Full-Time,No
39,Male,Post-secondary below-degree level qualification,Conservatives,"£40,000-49,999",162,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",9,2,5,video,No vote,Full-Time,No
19,Male,A-level or equivalent,None of the above,"£40,000-49,999",163,"No, not too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",4,5,not applicable,video,No vote,Part-Time,Yes
29,Male,A-level or equivalent,None of the above,"£30,000-39,999",158,"No, not too many",Disagree,Disagree,Agree,5,5,not applicable,video,No vote,Full-Time,Yes
20,Male,A-level or equivalent,Would rather not say,Would rather not say,161,"No, not too many",Disagree,"Neither agree, nor disagree",Strongly agree,0,not applicable,0,video,No vote,Other,Yes
27,Male,GCSE or equivalent,Labour,"£10,000-19,999",166,"No, not too many",Disagree,Disagree,Agree,3,5,4,video,No vote,Unemployed,No
29,Male,GCSE or equivalent,Would rather not say,"£70,000-79,999",155,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",2,5,not applicable,video,No vote,Full-Time,No
43,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£10,000-19,999",146,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",7,3,7,video,No vote,Full-Time,No
48,Male,Post-secondary below-degree level qualification,None of the above,"£20,000-29,999",150,"Yes, too many",Strongly disagree,"Neither agree, nor disagree",Disagree,10,0,10,video,No vote,Full-Time,No
19,Male,GCSE or equivalent,Labour,"£10,000-19,999",380,Don't know / not sure,"Neither agree, nor disagree",Agree,"Neither agree, nor disagree",10,10,8,video,No vote,Unemployed,Yes
24,Male,GCSE or equivalent,Labour,"£10,000-19,999",169,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",0,5,5,video,No vote,Full-Time,No
28,Male,Post-secondary below-degree level qualification,Labour,"Under £10,000",306,Don't know / not sure,Disagree,Strongly disagree,"Neither agree, nor disagree",1,4,not applicable,video,No vote,Part-Time,No
21,Male,A-level or equivalent,None of the above,"£20,000-29,999",159,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,5,7,5,video,No vote,Not in paid work,Yes
24,Male,GCSE or equivalent,Green Party,"£10,000-19,999",158,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,2,5,0,video,No vote,Unemployed,No
27,Male,Post-secondary below-degree level qualification,Labour,"£30,000-39,999",1116,"No, not too many",Disagree,Disagree,Agree,1,5,0,video,No vote,Full-Time,Yes
19,Male,A-level or equivalent,Labour,"£10,000-19,999",223,"No, not too many",Disagree,Disagree,Agree,6,4,3,video,No vote,Unemployed,Yes
20,Male,Post-secondary below-degree level qualification,Labour,"Over £100,000",176,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,video,No vote,Part-Time,Yes
18,Male,A-level or equivalent,Liberal Democrats,Would rather not say,166,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,3,5,2,video,No vote,Other,Yes
19,Male,A-level or equivalent,Green Party,"Under £10,000",167,Don't know / not sure,Disagree,"Neither agree, nor disagree",Agree,7,2,10,video,No vote,Unemployed,No
27,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£20,000-29,999",156,"No, not too many",Disagree,Disagree,Disagree,8,5,5,video,No vote,Full-Time,No
50,Male,GCSE or equivalent,Conservatives,"£70,000-79,999",156,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,2,5,1,video,No vote,Not in paid work,No
64,Male,GCSE or equivalent,None of the above,"£10,000-19,999",164,Don't know / not sure,Disagree,Disagree,Agree,not applicable,not applicable,not applicable,video,No vote,Not in paid work,No
51,Male,Post-secondary below-degree level qualification,Green Party,"£90,000-99,999",162,Don't know / not sure,Disagree,"Neither agree, nor disagree",Agree,6,5,5,video,No vote,Full-Time,No
47,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£40,000-49,999",163,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,0,10,video,No vote,Full-Time,Yes
18,Male,Post-secondary below-degree level qualification,UKIP,"£40,000-49,999",162,"Yes, too many",Disagree,"Neither agree, nor disagree",Agree,7,3,2,video,No vote,Part-Time,Yes
48,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,"£80,000-89,999",161,"No, not too many",Disagree,Disagree,Strongly agree,0,5,0,video,No vote,Full-Time,No
39,Male,GCSE or equivalent,Scottish National Party,"£10,000-19,999",150,"No, not too many",Disagree,Disagree,Agree,2,5,0,video,No vote,Full-Time,No
20,Male,Post-secondary below-degree level qualification,Conservatives,"£60,000-69,999",184,"No, not too many",Strongly disagree,Strongly disagree,Agree,7,5,6,video,No vote,Not in paid work,Yes
48,Male,GCSE or equivalent,Conservatives,"£10,000-19,999",165,"No, not too many",Disagree,Disagree,Agree,2,5,5,video,No vote,,
32,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£30,000-39,999",198,"Yes, too many",Agree,Agree,Disagree,10,0,10,video,No vote,Full-Time,No
19,Male,A-level or equivalent,Labour,"£20,000-29,999",145,"No, not too many",Disagree,Disagree,Agree,1,4,0,video,No vote,Part-Time,Yes
18,Male,A-level or equivalent,Labour,"£30,000-39,999",147,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",4,not applicable,1,video,No vote,Part-Time,No
25,Male,A-level or equivalent,None of the above,"£20,000-29,999",147,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",5,5,5,video,No vote,Unemployed,No
19,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,Would rather not say,224,"No, not too many","Neither agree, nor disagree",Disagree,Agree,4,6,2,video,No vote,Part-Time,Yes
26,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£30,000-39,999",228,"No, not too many",Disagree,Disagree,Agree,1,5,2,video,No vote,Full-Time,No
29,Male,A-level or equivalent,UKIP,"£10,000-19,999",153,"Yes, too many",Agree,Strongly disagree,Disagree,10,0,5,video,No vote,Full-Time,No
64,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",UKIP,"£20,000-29,999",156,"Yes, too many",Agree,Strongly agree,Disagree,10,0,10,video,No vote,Part-Time,No
24,Male,Post-secondary below-degree level qualification,None of the above,"Under £10,000",143,Don't know / not sure,Disagree,Agree,Disagree,7,5,0,video,No vote,Part-Time,No
19,Male,Post-secondary below-degree level qualification,Would rather not say,"£40,000-49,999",156,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",not applicable,6,6,video,NA,NA,NA
19,Male,A-level or equivalent,Labour,"£60,000-69,999",158,"No, not too many",Disagree,Disagree,Agree,4,5,2,video,No vote,Part-Time,Yes
23,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£20,000-29,999",157,"No, not too many",Strongly disagree,Disagree,Agree,1,5,1,video,No vote,Other,Yes
28,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Conservatives,"£30,000-39,999",151,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",5,6,6,video,No vote,Full-Time,No
28,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£10,000-19,999",157,Don't know / not sure,Disagree,Strongly disagree,"Neither agree, nor disagree",6,4,4,video,No vote,Part-Time,Yes
27,Male,A-level or equivalent,None of the above,"£40,000-49,999",154,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,1,not applicable,4,video,No vote,Unemployed,No
18,Male,A-level or equivalent,None of the above,"£30,000-39,999",148,Don't know / not sure,Disagree,Disagree,Agree,5,3,2,video,No vote,Part-Time,Yes
21,Male,A-level or equivalent,Would rather not say,"Under £10,000",189,"Yes, too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",8,7,5,video,No vote,Unemployed,Yes
27,Male,GCSE or equivalent,Green Party,"Under £10,000",150,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,5,5,0,video,No vote,Part-Time,No
